battery_id,strategy,strategy_code,penalty,prior_source,prior_peer_n,prior_d1,prior_d2,fitted_a,fitted_d1,fitted_d2,early_fit_rmse,future_MAE,future_RMSE,future_MaxAE,cycle200_error,selected
8,4_8C_80PER_4_8C,S3,0.03,same_strategy_peer_distribution,1,2.362697053671679e-09,0.002471059306981637,0.9996988858986351,0.0013642109077578427,0.0027030929575505842,0.0008663678681696861,0.0029372194696116096,0.0032206955632240893,0.004975599471001013,0.004781726952917009,False
8,4_8C_80PER_4_8C,S3,0.1,same_strategy_peer_distribution,1,2.362697053671679e-09,0.002471059306981637,0.9991713155990496,0.0007858313448434964,0.002582870555427798,0.0010606133863596517,0.003461649873271624,0.0038787790258084723,0.006075097236261429,0.005891805387651328,False
8,4_8C_80PER_4_8C,S3,0.3,same_strategy_peer_distribution,1,2.362697053671679e-09,0.002471059306981637,0.9987918974672749,0.00034792467341450097,0.0025181220900584575,0.0012305171145675841,0.003732024119292099,0.004245343549897478,0.006823523778339613,0.006647194460212114,False
8,4_8C_80PER_4_8C,S3,1.0,same_strategy_peer_distribution,1,2.362697053671679e-09,0.002471059306981637,0.9985941620852118,0.00011733335709636003,0.002486689177631743,0.0013259636976590244,0.0038382680788519585,0.004399122138618878,0.007209142592250584,0.007036373360492121,False
8,4_8C_80PER_4_8C,S3,3.0,same_strategy_peer_distribution,1,2.362697053671679e-09,0.002471059306981637,0.998528463643006,4.051893799371824e-05,0.002476435659502019,0.001358509957784685,0.003868160332878321,0.0044439335174268615,0.007336909801204494,0.00716531782901042,False
8,4_8C_80PER_4_8C,S3,10.0,same_strategy_peer_distribution,1,2.362697053671679e-09,0.002471059306981637,0.9985043538200843,1.231101743773631e-05,0.002472690495870493,0.0013705482847961774,0.0038781580337082146,0.004459133928155304,0.0073837649626864454,0.007212604501726783,False
12,5_6C_19PER_4_6C_NEWSTRUCTURE,S6,0.0,leave_target_out_policy_parameter_model,6,0.002741172671307857,0.0010221558401096187,0.9995532727872571,0.00044357508006750767,0.0012045205979638156,0.00024636965801052327,0.00037083066645742457,0.0003848147683287136,0.0005417332137624964,-0.00031954806473299957,True
12,5_6C_19PER_4_6C_NEWSTRUCTURE,S6,0.01,leave_target_out_policy_parameter_model,6,0.002741172671307857,0.0010221558401096187,0.9997485569740412,0.001048633419645561,0.0008592242156236399,0.00025568324630808307,0.00018344917629088632,0.00022354939701065322,0.0004355480027133929,4.6804972255509725e-05,False
12,5_6C_19PER_4_6C_NEWSTRUCTURE,S6,0.03,leave_target_out_policy_parameter_model,6,0.002741172671307857,0.0010221558401096187,0.9998659984988398,0.0012421255289884222,0.0008213681898267564,0.00027187709030646436,0.0002721338570173182,0.0003066356651559793,0.0005300551129527875,-7.13136184440355e-05,False
12,5_6C_19PER_4_6C_NEWSTRUCTURE,S6,0.1,leave_target_out_policy_parameter_model,6,0.002741172671307857,0.0010221558401096187,1.0001208242292865,0.0015561306783721297,0.0008446970379213431,0.00035372209822256626,0.0006400554132949821,0.0006493648131297473,0.0008334752308941651,-0.0005378135791430649,False
12,5_6C_19PER_4_6C_NEWSTRUCTURE,S6,0.3,leave_target_out_policy_parameter_model,6,0.002741172671307857,0.0010221558401096187,1.0004880761715844,0.001982052118293199,0.0009048386199176346,0.000533275784274544,0.0012067856225917372,0.0012118722833283362,0.0014135230591343362,-0.0012629708446725285,False
